feature_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
PLAC8,16.9234342610556,1.054831679886458,0.11642234553558145,9.060388493582414,1.299867542009247e-19,3.398720333173511e-17
RPL3,126.90815901635739,-0.2987065756813971,0.03305055914869858,-9.037867539168671,1.5975780084403145e-19,4.042387709098654e-17
PSME2,29.246904266208926,0.6954577362285179,0.07787328526408001,8.930633064601247,4.2357784261014846e-19,1.0382951866981264e-16
RPS4X,186.52108580452662,-0.30728963025887907,0.03448158880238001,-8.911701604587,5.025523712298624e-19,1.1945517575536486e-16
CST3,194.5232581020537,0.3597358516953618,0.04052296368709191,8.877333219582633,6.848241082278669e-19,1.5799295014527612e-16
S100A9,1266.3743702029633,0.5095874525799948,0.05742886374633402,8.873368186960244,7.096622462565905e-19,1.5904544741819132e-16
RPL4,57.470373002611346,-0.36039951291746364,0.040771817282743185,-8.839427254816135,9.621052892223803e-19,2.0963205246278752e-16
IFIT3,2.530540829340042,2.6094482088289412,0.2957151271431228,8.824195887571207,1.1024909910781681e-18,2.275773508951882e-16
RPS6,219.03613067241002,-0.31908912875443385,0.036155827031310726,-8.825385973832228,1.0908293704063995e-18,2.275773508951882e-16
ZFP36L1,20.050425084169255,-0.7258137893607409,0.08253412641988976,-8.794105188297339,1.4419244698476425e-18,2.900116805508951e-16
HLA-A,99.68537361607522,0.49274922774785646,0.05618324715650047,8.77039424893484,1.7804178098064607e-18,3.4913993250304693e-16
RPS8,195.3261277267142,-0.3588731344189754,0.041508415612105526,-8.645792163512825,5.34332943592241e-18,1.0222701486676921e-15
B2M,810.1327899264887,0.39499841643381756,0.04582505304978637,8.619704509772717,6.712711060014961e-18,1.253678703684699e-15
RPL37A,184.9897214625877,-0.32400976286642674,0.037706910331285697,-8.592848367043043,8.483946619028157e-18,1.5476297041780666e-15
UBE2L6,8.418284334562255,0.8836540533873819,0.10336955430560796,8.548494373642107,1.24704541309166e-17,2.2231418682479503e-15
IFI35,5.283583732997088,1.1825626345427016,0.13994344244203982,8.450289730670887,2.905808059911159e-17,5.0651463159873625e-15
TNFSF10,11.26840520555178,0.9854713084181661,0.11701090340702815,8.422046832594361,3.699631101741838e-17,6.308675296100647e-15
IFITM2,29.134280963700355,0.7071952645667976,0.08423133254022107,8.39586936641548,4.6245958159056746e-17,7.712001752991809e-15
MT-ND3,226.43548513515276,-0.5377933657458909,0.06407268133773862,-8.393489308041993,4.7192259579756104e-17,7.712001752991809e-15
CLEC7A,21.119316712180854,-0.5507362974659146,0.06584797080362081,-8.36375503670997,6.075299417783589e-17,9.530929726618895e-15
TYROBP,249.82038647782332,0.18110070977596437,0.021649353580565814,8.36517862309454,6.002392196757888e-17,9.530929726618895e-15
RPL31,143.01244469008003,-0.2563463124937129,0.030677907339766115,-8.356056026071409,6.484991945335723e-17,9.974171925335963e-15
HLA-C,91.94195638254966,0.495318426657266,0.059544782869360734,8.318418554720035,8.914472390993676e-17,1.344713873749123e-14
MYL12B,24.806075981156315,0.39024490930975764,0.047351870082707394,8.241383257475034,1.702309813487327e-16,2.519418523961244e-14
RPL27A,213.87818817540565,-0.20130326590361766,0.02443354162296167,-8.238808315632836,1.739343438330737e-16,2.5265573944937595e-14
RPL38,129.93946581198048,-0.3142617305856305,0.03815501295301185,-8.23644670158141,1.7740065997395639e-16,2.5300559578831164e-14
RPL39,430.9252386953709,-0.32862842073999127,0.04026488975682455,-8.161662001925427,3.304458047539721e-16,4.628601593732424e-14
APOBEC3A,12.862411544609778,1.336570056881587,0.16399733069644754,8.149950070562577,3.6407456007638573e-16,5.010176928489771e-14
IFIT2,2.4743333006896533,1.9927080798647212,0.24578743161096453,8.107444985302605,5.169526149628218e-16,6.991338468566163e-14
PCBP2,21.764078604328194,-0.4147872571043298,0.05125335659608073,-8.09287985513222,5.827033474511378e-16,7.746991622723262e-14
BST2,15.964172334808193,0.6486292984511721,0.08029413220796139,8.078165622006171,6.574827141925987e-16,8.595490683544573e-14
EEF1A1,331.42527117685523,-0.3376131616049489,0.042592117247849906,-7.926658344790125,2.251215383516827e-15,2.8948415521813103e-13
LGALS3BP,1.999835330898544,2.402818897009719,0.3044004160979493,7.8936123932121856,2.9356294828360895e-15,3.6704930466479705e-13
PSMB9,19.01479206432981,0.6472466430790056,0.08200170260057141,7.893087857354994,2.947999259801404e-15,3.6704930466479705e-13
SIGLEC1,1.7325846411129895,2.380115770154803,0.30223351055129544,7.8750889198663065,3.4050060767705044e-15,4.1732605728418493e-13
GLRX,20.791152640231815,0.48943561987607515,0.06230636318655431,7.8553071443222215,3.987936718436253e-15,4.812519326063688e-13
CTSD,26.590711010291322,0.4897472302717632,0.06249450180008003,7.836645083410138,4.627436139434888e-15,5.499637739049584e-13
RPL17,34.082343009002685,-0.6893332443464116,0.08815681982427538,-7.8193978153984265,5.307662675125037e-15,6.213926272191163e-13
RPS3,151.61143673930172,-0.22295215748555933,0.028883626009945047,-7.718980899724768,1.1726347215605356e-14,1.3349091347091458e-12
FCGR1A,4.99546507961713,0.9676064012293776,0.1253570268554682,7.718804645430768,1.1742571429746438e-14,1.3349091347091458e-12
RPL23,110.90109190772,-0.31725232158020683,0.04124513119505038,-7.691873256019092,1.44996219614342e-14,1.624786209506998e-12
RPS3A,211.46985972516637,-0.3434858860256864,0.045389058673638724,-7.567592192106372,3.802053397581485e-14,4.200465753609742e-12
HNRNPH1,11.888809453290058,-0.5865167499031173,0.07822369082655632,-7.497942678306858,6.482723630931714e-14,7.0625672445872725e-12
RPL7,221.08255063653957,-0.31378834570201763,0.04216903383598829,-7.441203109430065,9.977240421462232e-14,1.0625203696027963e-11
CYBA,150.00637584441384,0.2596525247331243,0.034905091499955666,7.438815186416401,1.0159233518639688e-13,1.0625203696027963e-11
GNLY,7.084398377417099,-0.7735459509649193,0.10396377080556961,-7.440533802987822,1.0027925218739541e-13,1.0625203696027963e-11
LGALS1,165.0448883316571,0.32814637476947955,0.04415705543728276,7.431346395720455,1.0749778626504372e-13,1.1094903098197408e-11
TIMP1,27.706056200946705,0.4859984896219213,0.06582427052859981,7.383271940868092,1.5444611408671376e-13,1.5733445699950426e-11
RPL41,545.3084794675925,-0.1987890952133176,0.026959942147105856,-7.373498582772648,1.662074558262888e-13,1.6714503634633453e-11
MX2,5.340651028474933,1.0837440541595424,0.14755311379433947,7.344772511341728,2.0610935114440155e-13,2.0464832283249186e-11
RPL35A,210.32827049896278,-0.16317495251623196,0.022294528050321023,-7.319058387238763,2.497169369749403e-13,2.4484745670392897e-11
CHMP5,5.612552865184961,0.8103335457532577,0.11080020763455597,7.313465949684138,2.603383005316916e-13,2.5211032461365296e-11
MT-CO3,390.37400251800005,-0.36936275560813714,0.05054990410772025,-7.306893299362879,2.733894763094717e-13,2.615203722160361e-11
RPL34,472.0797795728237,-0.27183685235794447,0.03723057959922529,-7.301440248424201,2.847035086052868e-13,2.6906196644576743e-11
RPL36A,77.30547850142666,-0.4648005280157511,0.0638524920075245,-7.27928563791963,3.355924544062415e-13,3.133794300431617e-11
PLSCR1,10.844814607152207,0.7618389667043106,0.10473867819249716,7.273711868925268,3.4974156032793955e-13,3.227497410838068e-11
OAS3,2.409486147473595,1.623863246221632,0.22332802327324588,7.271202343625305,3.563017584858799e-13,3.2498034808874905e-11
IRF7,5.21915074785498,1.0257827887540747,0.1413235319599221,7.258400455523403,3.916944833484567e-13,3.5315534797532115e-11
S100A6,387.2359495017626,0.22413332284883722,0.030911933660939393,7.2507053524139184,4.146067491110993e-13,3.6956537954857535e-11
STAT1,9.527620639607626,0.8247478076366376,0.11483937857973214,7.181750875323844,6.882424928181373e-13,6.065813610860079e-11
EIF2AK2,4.533143227289401,0.9867836062873687,0.13787897017593498,7.15688262704764,8.253230204002185e-13,7.117918357103745e-11
MIF,7.80955108023903,-0.66739308498994,0.09325288351962982,-7.156809095875873,8.257656431622141e-13,7.117918357103745e-11
RPL35,154.49178203649302,-0.16820618658065484,0.02351471729748894,-7.153230228228898,8.475926886427904e-13,7.226648967080487e-11
PARP9,3.116848809755037,1.1778038042667238,0.1649286023278822,7.1412950067036896,9.245568107925862e-13,7.798089918125856e-11
PSMA7,21.453375558388704,0.3547963499873371,0.04975107148612081,7.131431331811931,9.933050632375154e-13,8.288813740462841e-11
PYCARD,30.693785060476998,0.32219187602007,0.0452283474877717,7.123671191108196,1.0508957976807957e-12,8.677080670534907e-11
RPL18,135.47582009995395,-0.21213466194073324,0.02980918264346233,-7.116419946095304,1.1076646253194811e-12,9.050543042714593e-11
DDX3X,9.822789121348501,-0.5474328839738354,0.07715244886534525,-7.095469969194032,1.28912646568526e-12,1.042464741941771e-10
ATP2B1,8.162018083887032,-0.7227725161543525,0.10217497018108596,-7.073870585656877,1.5067081001562328e-12,1.2059814630230091e-10
RPL6,135.80854049250863,-0.2759342823051262,0.039096156669815134,-7.0578365192138195,1.6911484687712836e-12,1.3399362211153484e-10
NAP1L1,26.091419443866265,-0.40831813459478195,0.057926977987967955,-7.048842331799079,1.8041243182938915e-12,1.4151551152697285e-10
GSTO1,16.59043916452807,0.4083042226807849,0.05848116800248974,6.981806906855931,2.9140747587633035e-12,2.263168555221718e-10
SAMD9L,3.2196467117494385,1.1892277367421245,0.1706586278732664,6.968459500478711,3.204301923964365e-12,2.464171008978086e-10
RPL22,98.53249601452781,-0.26109277580702545,0.03758890926214968,-6.94600564188049,3.757737472283917e-12,2.8617177410286457e-10
GRN,31.025446053842693,0.4247669991417171,0.061394115580092945,6.918692371870374,4.558314938992327e-12,3.4380213828322894e-10
RPL21,404.50746621935053,-0.24605079806575295,0.035614232954208666,-6.908777128012699,4.8884925492589215e-12,3.6519367196559033e-10
WDR74,11.786121937734574,-0.6928011198632821,0.10043914238001594,-6.897720385166555,5.284362661543446e-12,3.91042836954215e-10
RPS23,211.85418112869775,-0.2202237341084432,0.03212366153788618,-6.855499141924234,7.106394860096351e-12,5.209585166597736e-10
CMPK2,1.7379828825219437,1.697325010449252,0.2476662962700858,6.853274086992767,7.21786011445368e-12,5.242305068312469e-10
RPL13,371.1278473404006,-0.19583315255880407,0.028601536911647546,-6.846945084236154,7.544366146533474e-12,5.379818913946234e-10
RPL36,173.63915088600638,-0.21236721008706266,0.031015512755097133,-6.8471287824239475,7.534688572120069e-12,5.379818913946234e-10
RSAD2,1.408220063114906,2.465817416312924,0.36033986124240835,6.843032596535624,7.753400019219426e-12,5.479069346915061e-10
CD3D,2.6308888561344164,-0.9548794458057636,0.14096627352844943,-6.773814912636194,1.2543012064249327e-11,8.784588092140333e-10
IFIT1,1.481529672314268,2.1782438337171985,0.3231297982908038,6.741080040401804,1.572135660461443e-11,1.0913125770495185e-09
RPS5,71.91773977343301,-0.24300568322262003,0.036082013678954146,-6.734814896552184,1.6413875749117658e-11,1.1293898366322711e-09
NPC2,48.326434174991924,0.28745770486941435,0.042811892593775026,6.714435813361159,1.8879525894330114e-11,1.2877478357836992e-09
RPLP0,50.88537996501597,-0.3277487944211874,0.048863536955513154,-6.707430833743775,1.9808079424081493e-11,1.3394359914008209e-09
RPL15,167.7643302761324,-0.22331049448313472,0.033363551678502405,-6.693247068987066,2.1827214722986285e-11,1.463356173394055e-09
SP110,7.342953280947517,0.6379487114732376,0.09555317659778303,6.676373661114255,2.4492701652856518e-11,1.6281419641102247e-09
GBP1,3.4405700940434847,1.2627140067051836,0.1893848189184407,6.667451033913,2.6028425870031594e-11,1.7156888447439312e-09
OASL,1.4655882259620336,1.7868685265543451,0.2680955775860538,6.665042902398466,2.645880524227242e-11,1.7295239026698735e-09
PSME1,29.125679569370472,0.3207788585719534,0.04851184673865375,6.612381926008189,3.781847416266179e-11,2.451637283734868e-09
FCN1,110.30137635067908,0.36355797979411897,0.055018809703670034,6.60788522602058,3.8984873249556707e-11,2.5065356210616626e-09
RETN,12.70331663053874,1.2705927869887288,0.19251545041438203,6.5999522856676025,4.1129013173854944e-11,2.622894140940798e-09
OAZ1,127.66153139492339,0.18603360042539038,0.02820375125315321,6.59605875670853,4.222316432200289e-11,2.6709556527563766e-09
DDIT4,6.241713301009566,1.0453865759371692,0.158750516072003,6.585090882243324,4.546072265166258e-11,2.8527512678371305e-09
PSMB8,11.316089816659753,0.45525629093221337,0.0691587349565808,6.582773545786113,4.617521764257212e-11,2.8745905332407594e-09
S100A11,108.04717117854402,0.2836309254390619,0.043195521959385835,6.566211324075284,5.161155710268174e-11,3.1877248339640592e-09
RNASE2,5.864922741860363,0.9458527251640787,0.14442569934310118,6.549061070613812,5.7899952216092896e-11,3.548181446742443e-09
HERC5,1.921101520967223,1.479937568662313,0.22686729575541165,6.5233623195202695,6.874851938605786e-11,4.180336326079363e-09
CD44,25.311437037307858,-0.39033287062588545,0.05984828849543697,-6.522038982879948,6.935798175563408e-11,4.184953914547644e-09
RPL18A,271.0544770087301,-0.1637356749385486,0.02515962435160055,-6.50787438836035,7.622160949121424e-11,4.563987059916676e-09
CD68,20.239871871895524,0.41591998988146034,0.06396771053408631,6.50203026509492,7.92431520341112e-11,4.708964276936123e-09
CSDE1,10.384975845313173,-0.4369412514862096,0.06722675373281548,-6.499514363325935,8.057970825455594e-11,4.7523851996145625e-09
ATP6V0E1,28.127552276451702,0.34393160633474135,0.053222515727611254,6.462144857919849,1.032292062086391e-10,6.042760399257949e-09
CLIC1,34.07053395668725,0.308411806904226,0.04779149084697143,6.453278636813444,1.0945584062548854e-10,6.3597897323432e-09
PTCH2,3.0881240032342254,-1.0861446510620512,0.16843182364539724,-6.448571460870317,1.1290932307740172e-10,6.512211251611317e-09
TRIM22,6.0504845273233405,0.7700491604627945,0.11951331011830836,6.44320837319717,1.169739198231419e-10,6.697397278049089e-09
BLVRB,20.54379000947147,0.3552460995688669,0.05519486634641377,6.4362163201786355,1.2248843416931694e-10,6.9623136059718995e-09
BEST1,1.9846365690748415,-0.8789683670070546,0.13693024284032598,-6.4190959482341485,1.3708599124258243e-10,7.735989318754076e-09
ID1,5.451527504870139,0.8830272899072694,0.1384231350694291,6.379188633925739,1.780286450199101e-10,9.974690653829821e-09
PCMT1,5.1934052164491105,0.6776145799027606,0.10641523403492414,6.367646381159826,1.9195082845522118e-10,1.0678456017040815e-08
RPL26,302.6759297915468,-0.16901462360665584,0.026570773450697818,-6.3609222336061535,2.0054596644000744e-10,1.1078046202502946e-08
EIF4G2,13.092707733412784,-0.3860160452830177,0.06070249366736865,-6.359146419886293,2.028779520569981e-10,1.1128494097448203e-08
CIRBP,15.871095690062903,-0.3758049854289238,0.05931999716487358,-6.335215835975415,2.3700925312347397e-10,1.291042070486479e-08
AIF1,136.7291309593494,0.20343395847533866,0.0321189070059765,6.333775879655085,2.392329515291863e-10,1.2941677736516809e-08
RPS2,261.9186702813786,-0.19368751433081421,0.03067701494531311,-6.313766664588926,2.7232444286181907e-10,1.4630910478137732e-08
GIMAP4,8.475103063360288,0.6888339534501887,0.10919808460714238,6.308113882476779,2.824563588962941e-10,1.5072025028452593e-08
CORO1A,39.04816149862515,0.27022527111814165,0.042930906834025485,6.294422621046776,3.085461413600172e-10,1.6352945492080912e-08
PABPC1,63.83227488075998,-0.3234713729324523,0.051594488456470626,-6.269494719486549,3.622215780574078e-10,1.9068899720015484e-08
ALDOA,38.18565184576975,0.25597065262299984,0.04084620321076826,6.266693903033769,3.6879408160137276e-10,1.928547184054112e-08
MYL12A,43.91613600093917,0.3681554997595292,0.05881570772435497,6.25947581018531,3.8627364295826477e-10,2.0065764605063768e-08
KMT2E-AS1,4.055716043592463,-0.6797788184655662,0.10864163650360423,-6.257074546580623,3.9226593899511317e-10,2.02429870097215e-08
IL10RA,6.767996817392979,-0.4980896360715795,0.07971404535738935,-6.248455135333405,4.145322566489988e-10,2.1252228896436254e-08
MT-ND4L,33.48014926201808,-0.640236522942167,0.10265280919609035,-6.236911858097998,4.462932806663171e-10,2.273197723082202e-08
RPLP1,499.20739261869835,-0.2234337643310278,0.03605331892411437,-6.197314727149391,5.743458344436238e-10,2.9065604679843774e-08
MT-ATP6,199.42003357792194,-0.3462040645496731,0.05591436590047258,-6.1916836393336805,5.952493308162709e-10,2.95747308281938e-08
ENSG00000238142,2.334226169167792,-0.8922727888263234,0.14411114855448945,-6.191559763254186,5.957174236173663e-10,2.95747308281938e-08
TMA7,43.229677244901566,-0.3158308280392982,0.050995397168878374,-6.193320291111378,5.890984769396171e-10,2.95747308281938e-08
RPS25,156.0283894989308,-0.16151895156948565,0.02625081233114737,-6.152912509219329,7.607277678402234e-10,3.752923654678435e-08
MT-CO1,581.9143317636258,-0.3314657918715204,0.054139790531180454,-6.122406249071484,9.217265113494126e-10,4.518764221890495e-08
RBX1,17.982224286865613,0.3638966256596161,0.05982699629696686,6.082481959370324,1.1833621553947377e-09,5.7653992216871575e-08
MT-CO2,376.4415669323407,-0.27618599879644523,0.045421149688199644,-6.0805594022248615,1.1976397182983904e-09,5.798941944649737e-08
SERPINA1,37.98083703259625,0.3171214767555598,0.05220344657239945,6.074722984348423,1.2420193884503691e-09,5.976932566260548e-08
HNRNPA1,39.918295059993476,-0.2785560724607228,0.045928569930482006,-6.064984668199954,1.319662404057077e-09,6.311848717941287e-08
SGK1,8.10807916805441,-0.8364183647119193,0.13810111777960607,-6.056564770509312,1.390591633605753e-09,6.610788347880925e-08
TOMM7,43.188499597478454,-0.3367753789946169,0.055795818860605695,-6.03585332865139,1.5812483033352931e-09,7.471874512868699e-08
RPS13,224.33793664772227,-0.1838677279190514,0.030506771126785164,-6.027112051777063,1.669152862563096e-09,7.840020990386182e-08
C12orf57,7.965554492091054,-0.6707873360467277,0.11148749563045753,-6.016704673949764,1.780033958564773e-09,8.311063316060761e-08
IVNS1ABP,4.3962202934065635,-0.7183282620677066,0.11973435167391841,-5.999349827558127,1.981091463290152e-09,9.195077773992871e-08
RPL23A,168.82083980911952,-0.1727276156905655,0.02881848624206739,-5.993639438230753,2.0519606150911573e-09,9.467987685161787e-08
RPS24,282.30348146958033,-0.20704276053865783,0.03455928799557311,-5.990944042747035,2.0862641991610597e-09,9.569974490186756e-08
TLE4,8.692923475542857,-0.468248459768598,0.07823697881627192,-5.98500180928779,2.1638745612302487e-09,9.868274452494227e-08
RPL5,76.27210117765873,-0.3435408986389427,0.057453888311217546,-5.979419474240672,2.2393422594970795e-09,1.0153410799708146e-07
NPM1,23.933983160010296,-0.2979478548235997,0.04987222835257732,-5.9742238248755175,2.3118821510319425e-09,1.0422071030284228e-07
NAMPT,24.955431880194737,-0.5261526373770362,0.08834644947072078,-5.9555606425520295,2.591817682148926e-09,1.1617267370729245e-07
KIF22,2.650308363065184,-0.7690932548290289,0.12933798430375618,-5.946383492592387,2.7413148824679245e-09,1.2217542010271819e-07
A1BG,3.9780532295220867,-0.6422337542251753,0.1081343742340642,-5.939219223990852,2.8638269895344223e-09,1.262216869725315e-07
RABGAP1L,5.336778567740364,0.7325654097435291,0.12334426866640166,5.939192940734312,2.8642861143690217e-09,1.262216869725315e-07
SORL1,4.417181787196734,-0.6169483419824012,0.10389388611429115,-5.938254550452673,2.8807252784287803e-09,1.2623692225695727e-07
HNRNPDL,16.848983965854007,-0.3441399352053887,0.05805433850432211,-5.92789348861098,3.0684541081106223e-09,1.33716411244554e-07
ITM2B,61.56930685031942,0.2218982741976406,0.03745849430136908,5.923843932764014,3.145019487983296e-09,1.3629576167812693e-07
RPL13A,347.42157455685657,-0.16930391553520202,0.028624956824865284,-5.914556188540166,3.3277162691217512e-09,1.434209143680825e-07
ID2,44.201507482503914,0.37706538847666465,0.0638491128335852,5.905569736880117,3.514300841407565e-09,1.506348404371636e-07
ENSG00000270103,0.8283138809943057,-1.4092348554639622,0.23867978390750239,-5.90429081337737,3.5416693963908808e-09,1.5098290622440256e-07
SERPING1,1.2737887049910313,1.66554202198194,0.2821903471099685,5.902193462814958,3.5870017837140664e-09,1.5153109606703372e-07
RPS18,350.2125485727498,-0.16019614242873292,0.02714310005435026,-5.901910323727303,3.5931646951132422e-09,1.5153109606703372e-07
SOX4,3.7641914993975996,-0.7643605176733937,0.1297149644383347,-5.892616329835744,3.801283074774436e-09,1.5945061197075228e-07
CLU,1.2690452179414653,1.616539683113578,0.2746587996071338,5.885628588728424,3.965439318950065e-09,1.6545162775449099e-07
DYNLT1,8.927820403391285,0.49688488602557385,0.08464125119975414,5.8704813431091765,4.34531681739316e-09,1.803421434689521e-07
VAMP5,14.765402165515864,0.5363599019700401,0.09138066382057497,5.869511990229985,4.370797453513558e-09,1.8044492223873868e-07
KRT10,6.18636062285017,-0.5576529103880311,0.09512835961272442,-5.862110023323046,4.570220240406203e-09,1.876900919672579e-07
LTB,6.66879609253833,-0.5202125118038946,0.0890546928186348,-5.8414946516444495,5.17345399780923e-09,2.1135715186883123e-07
CSF3R,15.14802956317128,-0.39551638159617414,0.06777198630585828,-5.83598627036235,5.347329934213323e-09,2.1732878758533322e-07
NMI,5.7969060743090965,0.5519997390986191,0.09475307610414876,5.825665633186233,5.688540844614379e-09,2.300047133255422e-07
S100A4,419.7429553246459,0.19661684709314947,0.033770090042224504,5.822218621487511,5.807151640665538e-09,2.3359639727887425e-07
SET,13.876408892637544,-0.3840784575558934,0.06597992104219004,-5.8211415153149275,5.844705443237736e-09,2.3390749743243267e-07
LYSMD2,3.0565766501271754,0.763636409547248,0.13204404301199657,5.7831946987405525,7.3295148154347975e-09,2.918411888947744e-07
SPATS2L,1.1105265510036162,1.6470719599350772,0.28580682925122786,5.762885247529477,8.268801838995583e-09,3.2757819002566343e-07
SSB,6.894849064622554,0.5688961553554284,0.09891522762989609,5.751350615943844,8.853328963740297e-09,3.489724240782859e-07
CANX,8.219597931171828,-0.42999143612732116,0.07483885030773131,-5.745564427556425,9.16148646246244e-09,3.5931349905777685e-07
GAPDH,116.33980208010504,0.22107297657668218,0.03872410449617958,5.708924181797223,1.1369251995401964e-08,4.4368364503449256e-07
CBR1,2.2100580803779413,0.9317704593288018,0.16395455701166106,5.683101929655611,1.3227337917987347e-08,5.136397951915482e-07
BTF3,55.761493435259716,-0.2124522692031343,0.0373938839571508,-5.681471051431319,1.335411201375943e-08,5.160081509159063e-07
EEF1B2,33.01979296184824,-0.3696560459420006,0.0651507506216657,-5.673857053291916,1.3961764896446059e-08,5.368435482731514e-07
HLA-B,170.84407721649785,0.27671322570105544,0.04878048797423615,5.672621107177198,1.4062903551737511e-08,5.380947095601417e-07
RPS19,258.4575838464438,-0.14633680518200473,0.025802241753396325,-5.671476400407828,1.4157210621813881e-08,5.390735928034373e-07
SNORD3B-2,2.913642686037512,-1.1928993162352803,0.2113901804676717,-5.643116031199532,1.6699971623669623e-08,6.328240454882344e-07
LRP1,4.973686714193903,-0.5398013130616982,0.09608039564636708,-5.618225335462685,1.929287844087937e-08,7.275641273570084e-07
RNF213,9.601230022412137,0.5606382672400231,0.10004296957700265,5.6039746681899745,2.0949133817488925e-08,7.862440462410676e-07
IL7R,1.5064914384746193,-1.0129569290072518,0.1808979914998287,-5.599602961916861,2.148432985056721e-08,8.024908730849962e-07
RASSF3,4.186779192989852,-0.5886389494230939,0.10528955390758152,-5.590668091725177,2.2619759185168585e-08,8.408975879074046e-07
EIF2S3,8.362370532316294,-0.40551971030323153,0.07255758459628392,-5.588936188540108,2.2846488121818004e-08,8.453200605072661e-07
RPSA,42.32516452983613,-0.3033525316764734,0.05429913089986463,-5.586692211260231,2.3143537066456114e-08,8.522906326257359e-07
CD63,22.856704114158696,0.34810510166245434,0.06232617740731124,5.585215011463538,2.3341125573841545e-08,8.55550415893519e-07
LY96,15.774615924064507,0.3960336971291811,0.07105458953060062,5.573653999628325,2.4945093770677496e-08,9.100898397078803e-07
ENSG00000259001,2.0786643568068723,-1.092898542162023,0.1964595730999482,-5.5629691387246085,2.6522280868083775e-08,9.631517181909682e-07
COA6,1.7343065433428577,0.9980607897766063,0.1802569612896806,5.536877924912315,3.079110053326993e-08,1.113020242317831e-06
NEXN,1.2366978824053187,1.4787204293739533,0.26732701033832157,5.531504008901033,3.174966056023725e-08,1.1424052175894539e-06
